0.3400,0.958437
0.3500,0.959332
0.3600,0.960364
0.3700,0.961043
0.3800,0.962178
0.3900,0.96274
0.4000,0.963353
0.4100,0.96449
0.4200,0.964985
0.4300,0.966171
0.4400,0.966588
0.4500,0.968333
0.4600,0.96863
0.4700,0.96859
0.4800,0.968162
0.4900,0.967973
0.5000,0.967209
0.5100,0.966867
0.5200,0.966517
0.5300,0.966321
0.5400,0.964991
0.5500,0.964836
0.5600,0.964537
0.5700,0.963891
0.5800,0.963181
0.5900,0.961885
0.6000,0.960114
0.6100,0.957054
0.6200,0.956103
0.6300,0.954099
0.6400,0.952012
0.6500,0.948731
0.6600,0.947646
0.6700,0.945365
0.6800,0.944545
0.6900,0.942225
0.7000,0.937234
0.7100,0.935566
0.7200,0.932454
0.7300,0.930747
0.7400,0.927302
0.7500,0.923108
0.7600,0.918014
0.7700,0.913663
0.7800,0.907828
0.7900,0.902582
0.8000,0.899875
0.8200,0.897545
0.8400,0.896467
0.8600,0.882747
0.8800,0.860996
0.9000,0.850604
0.9200,0.844714
0.9400,0.836482
0.9600,0.81551
0.9800,0.787387
1.0000,0.752891
1.0200,0.727923
1.0400,0.722323
1.0600,0.744373
1.0800,0.751118
1.1000,0.760249
1.1200,0.756817
1.1400,0.738089
1.1600,0.707332
1.1800,0.658109
1.2000,0.597974
1.2200,0.549893
1.2400,0.537563
1.2600,0.530764
1.2800,0.531521
1.3000,0.529167
1.3200,0.532026
1.3400,0.536814
1.3600,0.529628
1.3800,0.518341
1.4000,0.489642
1.4200,0.340275
1.4400,0.165044
1.4600,0.118058
1.4800,0.091366
1.5000,0.079238
1.5200,0.084072
1.5400,0.086508
1.5600,0.102426
1.5800,0.118189
1.6000,0.126409
1.6200,0.127774
1.6400,0.162006
1.6600,0.17188
1.6800,0.196983
1.7000,0.213444
1.7200,0.223754
1.7400,0.229522
1.7600,0.249242
1.7800,0.255559
1.8000,0.279564
1.8200,0.289992
1.8400,0.312848
1.8600,0.284612
1.8800,0.19373
1.9000,0.125179
1.9200,0.081562
1.9400,0.061054
1.9600,0.045742
1.9800,0.039392
2.0000,0.037082
2.0200,0.039245
2.0400,0.044871
2.0600,0.04933
2.0800,0.058271
2.1000,0.071903
2.1200,0.091599
2.1400,0.118586
